id,mx,my,kx,ky,realized_k,realized_theta_deg,cell_mass,c,phase
23,5,-2,1,-0.4,1.0770329614269,-21.8014094863518,4.20258158806013,0.00120358264040066,0
24,5,2,1,0.4,1.0770329614269,21.8014094863518,4.20258158806013,0.00120358264040066,0
25,5,-3,1,-0.6,1.16619037896906,-30.9637565320735,3.64360238900409,0.00104349588271812,0
26,5,3,1,0.6,1.16619037896906,30.9637565320735,3.64360238900409,0.00104349588271812,0
27,5,-1,1,-0.2,1.01980390271856,-11.3099324740202,3.53864969094002,0.00101343834717568,0
28,5,1,1,0.2,1.01980390271856,11.3099324740202,3.53864969094002,0.00101343834717568,0
29,1,-6,0.2,-1.2,1.21655250605964,-80.5376777919744,3.42771185560961,0.000981666720624353,0
30,1,6,0.2,1.2,1.21655250605964,80.5376777919744,3.42771185560961,0.000981666720624353,0
31,2,-6,0.4,-1.2,1.26491106406735,-71.565051177078,3.11509080977503,0.000892134785097058,0
32,2,6,0.4,1.2,1.26491106406735,71.565051177078,3.11509080977503,0.000892134785097058,0
33,1,-3,0.2,-0.6,0.632455532033676,-71.565051177078,3.0782282589689,0.000881577672688532,0
34,1,3,0.2,0.6,0.632455532033676,71.565051177078,3.0782282589689,0.000881577672688532,0
35,3,-2,0.6,-0.4,0.721110255092798,-33.6900675259798,3.07166641284229,0.000879698417301937,0
36,3,2,0.6,0.4,0.721110255092798,33.6900675259798,3.07166641284229,0.000879698417301937,0
37,5,0,1,0,1,0,3.0389096364384,0.000870317162801794,0
38,4,-5,0.8,-1,1.28062484748657,-51.3401917459099,2.97977066736717,0.00085338027887608,0
