x_over_lambda_p,mf12_eta20_scaled,gl12_eta20_scaled,r2_eta20_scaled,r4_eta20_scaled,r6_eta20_scaled,gl12_difference_pct,r2_difference_pct,r4_difference_pct,r6_difference_pct
-3.0078125,0.000197625247024694,0.000612935201900282,0.0001180855750437,0.00016464485599502,0.000181542779539145,0.18485158840437,-0.0354025578588736,-0.0146793439368885,-0.00715819504267828
-2.96875,0.000171570632193952,0.000614674372337635,9.10584856827698e-05,0.000138322762321232,0.000155357904691335,0.197222409990181,-0.0358353995460949,-0.0147983969198983,-0.00721617287532546
-2.9296875,0.000145659516679024,0.000617406511155945,6.41428171256814e-05,0.000112134441283953,0.000129313750264632,0.209971324381496,-0.0362825191571223,-0.014921779180592,-0.00727538757478698
-2.890625,0.000117862422281908,0.000619120684882477,3.53581361941526e-05,8.4040351639998e-05,0.000101374933740233,0.223106585707263,-0.0367220870929011,-0.0150539697107785,-0.00733846711341271
-2.8515625,8.66381548286457e-05,0.000618294639686046,3.19284963322153e-06,5.24904768154261e-05,6.99947675189557e-05,0.236636624183051,-0.0371409281891217,-0.0151988952996697,-0.00740785657677514
-2.8125,5.15240277430538e-05,0.000614485024645268,-3.28235984707254e-05,1.70165108145546e-05,3.47069687172227e-05,0.250570045975074,-0.0375425450334459,-0.015359057112018,-0.00748515665642106
-2.7734375,1.32834516370583e-05,0.000608474979970357,-7.19761322237421e-05,-2.16192197908019e-05,-3.72574901372035e-06,0.264915632591069,-0.0379484510745373,-0.015534937646579,-0.00757067756472863
-2.734375,-2.64912182320524e-05,0.000601876981419836,-0.000112745875699667,-6.18205082643115e-05,-4.37086171516343e-05,0.279682339526972,-0.038391351454457,-0.0157248226366693,-0.00766334517415988
-2.6953125,-6.61994901148298e-05,0.000596312026680415,-0.000153601864367923,-0.000101978772454768,-8.3636291493201e-05,0.294879293833628,-0.0389021922574367,-0.0159251111004246,-0.0077609996910596
-2.65625,-0.000105162567679727,0.00059247979471777,-0.000193899317511315,-0.00014140468584855,-0.00012282408779191,0.310515790227051,-0.0394961135981537,-0.0161311161266356,-0.00786102044520187
-2.6171875,-0.000144268775968761,0.000589513206932611,-0.000234504967902106,-0.000180976318133326,-0.000162155198445671,0.326601285351948,-0.0401635049066842,-0.0163382731280132,-0.00796112293219389
-2.578125,-0.000186022057864068,0.000584929912793115,-0.000277847639278972,-0.000223190837815943,-0.000204130914980786,0.343145389814099,-0.0408709311718394,-0.0165435668769724,-0.00806012705189289
-2.5390625,-0.00023390343569331,0.000575270804476051,-0.000327306313344303,-0.000271528990479333,-0.000252233300951165,0.360157857607852,-0.0415729748170794,-0.0167468741963471,-0.00815849624689986
-2.5,-0.000291239276921932,0.000557231720718773,-0.000386121340996183,-0.000329325309178646,-0.000309793803295067,0.377648572560483,-0.0422313504632092,-0.0169518295336375,-0.00825849135543194
-2.4609375,-0.000360001429762877,0.000528863273118344,-0.00045623728626887,-0.000398568214012878,-0.000378792686963616,0.395627531378083,-0.0428339141110086,-0.0171658089207058,-0.00836385860943844
-2.421875,-0.000440039030263822,0.000490338992206766,-0.000537558298383328,-0.000479129161741708,-0.000459089124171382,0.414104822798491,-0.0434051517434068,-0.0173987471520817,-0.00847906503738815
-2.3828125,-0.000529111575761656,0.000443922197037356,-0.000627972258377771,-0.000568790414579183,-0.000548451788319996,0.433090602239178,-0.0440022060578914,-0.0176607767171345,-0.00860819484223151
-2.34375,-0.000623790770962384,0.000393064080338396,-0.000724209980617784,-0.000664139791933288,-0.00064345792812869,0.452595061189773,-0.0446958956634518,-0.0179590701582559,-0.00875371562590929
-2.3046875,-0.000720933938402118,0.000340930215498653,-0.000823255421766527,-0.000762036970604004,-0.000740964351016517,0.472628390468079,-0.0455425845341669,-0.0182946753420125,-0.00891539811338206
-2.265625,-0.000819152098734414,0.000288932377753281,-0.000923753977773681,-0.000861076808990186,-0.000839574129309813,0.493200736366493,-0.0465575728765824,-0.0186603985606223,-0.00908970455917926
-2.2265625,-0.00091962938755115,0.000235909010613322,-0.00102680164436378,-0.000962408647996731,-0.000940456315773092,0.514322148687555,-0.047701630245367,-0.0190407529395697,-0.00926992170116168
