x_over_lambda_p,mf12_phi_s33_scaled,pure_gl6_phi_s33_scaled,pure_gl8_phi_s33_scaled,pure_gl10_phi_s33_scaled,pure_gl6_difference_pct_of_mf12_peak,pure_gl8_difference_pct_of_mf12_peak,pure_gl10_difference_pct_of_mf12_peak
-1.625,-6.06759791394297e-05,-6.57913354829675e-05,-6.55578447807189e-05,-6.40032185668093e-05,-0.000787147091355029,-0.000751217722061811,-0.000511993038532356
-1.609375,-5.93651103557597e-05,-6.52827826735598e-05,-6.44589847515555e-05,-6.26612115245512e-05,-0.000910606855069455,-0.000783841465794245,-0.0005072015073014
-1.59375,-5.90606296615893e-05,-6.56782014188755e-05,-6.42858381073099e-05,-6.22745578536346e-05,-0.00101830684135262,-0.000804051048167676,-0.000494556792976578
-1.578125,-5.98230610905529e-05,-6.70195185340849e-05,-6.50893818127996e-05,-6.28988403681796e-05,-0.00110738532456153,-0.000810377373591206,-0.000473298544507568
-1.5625,-6.16363107762579e-05,-6.92923400519854e-05,-6.68554674245484e-05,-6.45192061197943e-05,-0.00117810388387333,-0.000803119802243717,-0.000443617713399855
-1.546875,-6.44484825982775e-05,-7.24640923125945e-05,-6.95445982502368e-05,-6.70909848161988e-05,-0.00123343584460788,-0.000784186348565182,-0.000406626204519207
-1.53125,-6.82140778360987e-05,-7.65198883306916e-05,-7.31312777823558e-05,-7.05808088828985e-05,-0.00127809171699723,-0.000756654937675463,-0.000364190749264539
-1.515625,-7.2921836140621e-05,-8.14818422781525e-05,-7.76278302592296e-05,-7.49927178167079e-05,-0.001317207146605,-0.000724154747709082,-0.000318665676132521
-1.5,-7.85974822029505e-05,-8.74026111858535e-05,-8.30824865902223e-05,-8.03686218726203e-05,-0.0013549264611162,-0.000690149018184309,-0.000272541607218685
-1.484375,-8.52767530682296e-05,-9.43302050667753e-05,-8.95476960619429e-05,-8.67586409536276e-05,-0.00139313821536215,-0.000657209415936693,-0.000228031765602974
-1.46875,-9.2951400231658e-05,-0.000102248734004516,-9.70222657984331e-05,-9.41644114054722e-05,-0.00143066655481533,-0.000626421655694121,-0.000186657224467904
-1.453125,-0.000101500671871998,-0.0001110095683231,-0.000105381039882148,-0.000102468592180318,-0.00146322165667622,-0.000597108038511307,-0.000148942830995577
-1.4375,-0.000110631913750574,-0.000120277593622311,-0.000114316766475934,-0.000111375016394726,-0.00148426978401437,-0.00056702229718612,-0.000114348062117189
-1.421875,-0.000119860477868252,-0.000129521843483801,-0.000123324433903229,-0.000120390093496528,-0.00148668349418191,-0.000533030884731645,-8.149684466465e-05
-1.40625,-0.000128552854150591,-0.000138071347354151,-0.000131750788625291,-0.000128869039311276,-0.00146469839754766,-0.000492095692079137,-4.86543288187259e-05
-1.390625,-0.000136034279749592,-0.000145233304427621,-0.000138908201864164,-0.000136127179086437,-0.00141553882707733,-0.000442236919843256,-1.42952783493552e-05
-1.375,-0.000141730647479951,-0.000150440155915611,-0.000144220777810925,-0.000141585001410893,-0.00134021244500841,-0.000383179336000152,2.2411904846267e-05
-1.359375,-0.000145291885455659,-0.000153371914166495,-0.00014734907117779,-0.000144893463663332,-0.00124334859013965,-0.000316558153294371,6.13088383097781e-05
-1.34375,-0.000146646586007595,-0.000154005205108138,-0.00014824369563811,-0.000145989339283671,-0.00113233863535233,-0.0002457619989315,0.000101136619288105
-1.328125,-0.000145967665371336,-0.000152571615947297,-0.000147108746583074,-0.000145060774761379,-0.00101621082446915,-0.000175588697345391,0.000139551628051687
-1.3125,-0.000143570508982222,-0.000149449081327113,-0.00014429735046121,-0.000142444753840368,-0.000904590181375388,-0.000111845806555509,0.000173230333524708
-1.296875,-0.000139795466092472,-0.000145039100729989,-0.000140191314532865,-0.000138508155633068,-0.000806886456358803,-6.09128528976418e-05,0.000198090341266365
-1.28125,-0.000134931720776161,-0.000139686703584205,-0.000135121516948017,-0.000133569014463198,-0.000731693089480131,-2.92056886350157e-05,0.000209692197098899
-1.265625,-0.000129222069177975,-0.000133682366883486,-0.000129368336764204,-0.000127897330462355,-0.000686347173038231,-2.2507543429471e-05,0.000203849772484181
-1.25,-0.000122960612324542,-0.000127357880246404,-0.000123254572648236,-0.000121807920064242,-0.00067664819851213,-4.52343880328309e-05,0.00017737539654854
-1.234375,-0.000116667759960137,-0.000121260714189522,-0.000117316333177893,-0.000115830873653518,-0.000706760256683678,-9.98019468443394e-05,0.000128779419811565
-1.21875,-0.000111300287241203,-0.000116364453568566,-0.000112510817051207,-0.000110918770142726,-0.000779270011122057,-0.000186275394117447,5.87075570498244e-05
-1.203125,-0.000108426598651561,-0.00011424469342419,-0.000110391721758926,-0.000108621753590339,-0.00089528393917042,-0.000302391629093611,-3.00302915586132e-05
-1.1875,-0.000110275696218998,-0.000117128067585144,-0.000113160535904406,-0.000111139014856862,-0.00105443762418635,-0.00044391690722838,-0.000132846806570146
-1.171875,-0.000119572922515377,-0.000127727554713285,-0.000123506148509393,-0.000121159029343096,-0.00125482851722794,-0.000605241784327215,-0.000244068896118098
-1.15625,-0.000139128548040474,-0.000148831535382013,-0.000144198462735399,-0.000141453709781454,-0.00149308821329629,-0.0007801545654918,-0.000357794096525471
-1.140625,-0.00017124675319701,-0.000182715971089157,-0.000177503567951657,-0.000174293380336306,-0.00176487440905765,-0.000962793831848889,-0.000468812635930954
-1.125,-0.00021713283684785,-0.000230557996604787,-0.00022459808176892,-0.000220859957679841,-0.0020658532356206,-0.00114874613443053,-0.000573526480855362
-1.109375,-0.000276527443880836,-0.000292077768868024,-0.000285210274736371,-0.000280886429409087,-0.00239287202322741,-0.00133610731954111,-0.000670757333290234
-1.09375,-0.000347735191508554,-0.000365572386559938,-0.0003576531554512,-0.000352688723349401,-0.00274477382604381,-0.00152616864697611,-0.000762245661611306
-1.078125,-0.00042805033761796,-0.000448341269661635,-0.000439249646992849,-0.000433590884115478,-0.00312235298313842,-0.00172334109446067,-0.000852575024523639
-1.0625,-0.000514393267177519,-0.000537315102803649,-0.00052696171231134,-0.000520555738194218,-0.00352719439857198,-0.00193402264974954,-0.000948276290171269
-1.046875,-0.000603861185968751,-0.000629591475279181,-0.000617926154474325,-0.000610723766570598,-0.00395935708682642,-0.00216430651271237,-0.00105600861350704
-1.03125,-0.000693922171472669,-0.0007226070400896,-0.000709627394113622,-0.000701590398943966,-0.00441400547319507,-0.00241670755479758,-0.00117998093280556
-1.015625,-0.000782122515469753,-0.000813818345750484,-0.000799580716097092,-0.000790694944579854,-0.00487732993324669,-0.00268645445619103,-0.00131911878404864
-1,-0.000865360256333158,-0.000899949346589457,-0.000884584888302002,-0.000874879157700585,-0.0053225425482347,-0.00295827154950081,-0.00146476120548883
-0.984375,-0.000938937381856618,-0.000976026033641468,-0.000959763714141486,-0.000949333269927223,-0.00570717314964873,-0.00320473995958015,-0.00159971124341452
-0.96875,-0.000995716320761839,-0.00103453172360797,-0.00101772752733377,-0.00100675851159032,-0.00597288427202146,-0.00338706750160221,-0.00169916381364237
-0.953125,-0.00102577450020345,-0.00106508002198434,-0.00104824931217465,-0.00103703974132296,-0.00604830339593083,-0.00345840674310515,-0.00173348662050411
-0.9375,-0.00101695233087649,-0.00105499628633661,-0.00103884622234071,-0.00102781977780157,-0.00585417454287536,-0.00336901514325073,-0.00167227435647464
-0.921875,-0.000956558949865046,-0.000991061128523428,-0.000976522423673636,-0.000966233880456128,-0.0053091686585366,-0.00307196396232019,-0.00148877086216148
-0.90625,-0.00083417104846565,-0.000862340622590317,-0.000850600043451522,-0.000841733812221933,-0.00433471235390148,-0.00252808108536807,-0.0011637522576279
-0.890625,-0.00064496362390039,-0.000663538954291847,-0.000656071927590406,-0.000649435936340486,-0.00285835752323784,-0.00170933720981738,-0.000688195991135543
-0.875,-0.000392540842835557,-0.000397848167048703,-0.000396443457157782,-0.000392958740362534,-0.000816686959166299,-0.00060053128386659,-6.43057493463406e-05
-0.859375,-9.00949269344024e-05,-7.81313673848355e-05,-8.48914380718294e-05,-8.55752146801387e-05,0.00184094332227527,0.000800708855453828,0.000695489838005075
-0.84375,0.000240859349584444,0.000274315972651707,0.000257016010006275,0.000251075696253669,0.00514827937006319,0.00248617445256209,0.00157208355095607
-0.828125,0.000574002050278158,0.000633275755054987,0.000602874541404486,0.000590549166588331,0.00912099200437123,0.00444287668032627,0.00254625750370653
-0.8125,0.000882767407665132,0.000972208653670108,0.000926070302095105,0.000906214480214893,0.0137631499961733,0.00666341601809778,0.00360801745154092
-0.796875,0.00114412331169539,0.00126814029805294,0.00120364973653436,0.00117510154095952,0.0190836382715131,0.00915988037274293,0.00476690604192116
-0.78125,0.00133991840192604,0.00150315717360205,0.00141775325424677,0.00137929912927311,0.0251190563651469,0.0119771670819581,0.00605987597048786
-0.765625,0.00145504836961953,0.00166270443003981,0.00155382466803028,0.00150413097968256,0.0319539545213821,0.0151996206651491,0.00755279420485226
-0.75,0.0014729426979908,0.00173111642789099,0.00159606355940092,0.00153359445252195,0.0397275745631959,0.0189457432553121,0.00933304523839995
-0.734375,0.00137000535078775,0.00168596536885655,0.00152174357606266,0.00144469738269818,0.0486196840463569,0.0233493611492778,0.0114935522996284
-0.71875,0.00111136400839225,0.00149357318042584,0.00129676852448472,0.00120306799936816,0.0588140527952716,0.0285299040311526,0.0141113394482334
-0.703125,0.000650490442167381,0.00110827009146098,0.000875062371663826,0.000762429459754885,0.0704427795882092,0.0345569554164938,0.0172250897465738
-0.6875,-6.51260570394925e-05,0.000477615078852,0.000204009069120017,7.01474362049776e-05,0.0835165876597075,0.0414143057708102,0.0208157808750382
-0.671875,-0.00108121762447354,-0.00044534319866207,-0.000762993518250875,-0.000920094559891948,0.0978478665277855,0.0489680801863714,0.0247934929881916
-0.65625,-0.00241792256381144,-0.00168371883311563,-0.00204786221096645,-0.0022295067161262,0.112978704173623,0.0569446018625344,0.0289932854155883
-0.640625,-0.00404869532405789,-0.00321599014713093,-0.00362676060981361,-0.00383304661224861,0.128136030797225,0.0649269886111988,0.0331838575565851
-0.625,-0.00588319335050325,-0.00495880767036267,-0.00541281293126771,-0.00564214187274561,0.1422437559667,0.0723817763545174,0.0370928156009033
-0.609375,-0.00776109841701583,-0.00676021054788345,-0.00724951286347267,-0.00749823657666557,0.154015853842787,0.0787223906618886,0.0404489773857744
-0.59375,-0.00946154493477008,-0.0084079462714375,-0.00891955077813438,-0.0091818840798445,0.162126950226155,0.0834016430675803,0.0430339968003662
-0.578125,-0.0107276410400846,-0.00965267955866557,-0.010168730676459,-0.0104369881095254,0.165414244207368,0.0860046959606006,0.0447254489264476
-0.5625,-0.0112993522811372,-0.0102398944757197,-0.0107385287361014,-0.0110036139503785,0.163028550494106,0.0862990948413757,0.0455079863894588
-0.546875,-0.0109437208348447,-0.00994001825924349,-0.0103965225003237,-0.0106484594642615,0.154448978704713,0.0842024579493331,0.0454345921252761
-0.53125,-0.00947142060466488,-0.00856605788812759,-0.00895377482985697,-0.00918199278383692,0.13931651698985,0.0796549328390421,0.0445369299852907
-0.515625,-0.00673341529703788,-0.00597235018150849,-0.00626277233314482,-0.00645589077615102,0.117112113367731,0.0724221765240529,0.0427052593651188
-0.5,-0.002599206661703,-0.00203530511629127,-0.00219702817588818,-0.0023420326382221,0.0867727351667679,0.0618869154080804,0.0395737405099445
-0.484375,0.00307402259438239,0.00337540452481732,0.00337880281872645,0.00329789643428239,0.0463764191576834,0.0468993460051,0.0344495339274632
-0.46875,0.0104665763182369,0.0104212652387902,0.0106339049379068,0.0106375899278675,-0.00697243398061561,0.0257483990220899,0.0263154424369354
-0.453125,0.0197990637048063,0.0192989839397918,0.0197749993865866,0.0198895434347615,-0.0769518887914754,-0.00370299873947381,0.0139229511059943
-0.4375,0.0312985874477071,0.0302103269698823,0.0310146149678871,0.0312724646519162,-0.167460683523756,-0.0436974663158232,-0.00401975568150292
-0.421875,0.0451213125743233,0.0432907580156649,0.0444968892626842,0.0449356171045212,-0.28168432454074,-0.096085777905171,-0.0285746757637326
-0.40625,0.0612371601569699,0.0585019439577363,0.0601862653105111,0.0608456173401885,-0.420892960501919,-0.161710888969647,-0.0602503068549287
-0.390625,0.0792992893100046,0.07550914242723,0.0777408835689255,0.07865787966246,-0.583224880971067,-0.239806274257137,-0.0986996221816694
-0.375,0.0985371838861951,0.0935796932454559,0.0964081440553252,0.0976108151205166,-0.762854838687316,-0.327615008163675,-0.142548911640772
-0.359375,0.11771895950225,0.111545391700708,0.114986608697402,0.116487656594511,-0.949983854869821,-0.420452035822314,-0.189471942385304
-0.34375,0.135217455138241,0.127861602977133,0.131888003395616,0.13368010406396,-1.13191286084469,-0.512333467897092,-0.236566398358622
-0.328125,0.149183690740552,0.140767590661452,0.145303521645291,0.147357794856454,-1.29506299325286,-0.597077429641723,-0.280967451290297
-0.3125,0.157789370018273,0.148513793808534,0.153438426431672,0.155706618275586,-1.42731851777284,-0.66951984550781,-0.320492232831803
-0.296875,0.159465644057137,0.149589435507747,0.154745550251425,0.157164966091265,-1.51974335924582,-0.726324396692776,-0.354026552083372
-0.28125,0.153056979895241,0.142875126411822,0.148079608360415,0.150578395531964,-1.56677576611076,-0.765914095345619,-0.381402651390258
-0.265625,0.137834477198336,0.127667607567321,0.132718000726571,0.135217673233863,-1.56447006245205,-0.787319455823165,-0.402671777086186
-0.25,0.113364046013207,0.103570358402205,0.108242420775488,0.110654915799719,-1.50704510085189,-0.788111743959841,-0.416878869121823
-0.234375,0.0792821655852022,0.0702969146139952,0.0743307662434735,0.0765487616768473,-1.38264349384291,-0.761917514290597,-0.420614086578376
-0.21875,0.0350766083023968,0.0274756117405821,0.030552180971285,0.0324335444941807,-1.16963549227425,-0.696215390396201,-0.406712621600903
-0.203125,-0.0200081972753854,-0.0254347777835726,-0.0237204496298503,-0.0223706822592927,-0.835038025927494,-0.571238530993908,-0.363537368379398
-0.1875,-0.0868232045503095,-0.0890116851999995,-0.0891687272616011,-0.0886127004638632,-0.336761715548216,-0.360927226943379,-0.275366251879012
-0.171875,-0.165834740037119,-0.163439237498237,-0.166074946369425,-0.166643822575692,0.368618084289804,-0.0369627652701251,-0.124500997414975
-0.15625,-0.256290104684691,-0.247767570535609,-0.253539318231229,-0.255612029299234,1.31144098590485,0.42328889922132,0.104341717670589
-0.140625,-0.355128123458314,-0.338956379444376,-0.348467071604698,-0.352416466750297,2.48849550408959,1.02499752506251,0.417267644152538
-0.125,-0.455908934137605,-0.430952249023793,-0.444587111687515,-0.450690154840123,3.84031546932551,1.74219331204258,0.803061735792074
-0.109375,-0.548218924133289,-0.514204755315269,-0.531929244945495,-0.54025042463005,5.23407408044741,2.50664327774091,1.22618656163842
-0.09375,-0.618092756207985,-0.576093889956198,-0.597260292307352,-0.607534286932756,6.46275316715069,3.20568348788795,1.6247291138685
-0.078125,-0.649860286561178,-0.602614763558485,-0.625847656133232,-0.637402162064849,7.27010466398843,3.69504506191821,1.91704659508484
-0.0625,-0.629405564764762,-0.581291187229794,-0.604524429753726,-0.616287546748803,7.4038033297236,3.82868987774244,2.01859050125606
-0.046875,-0.548199111904638,-0.504742262720405,-0.525451140422887,-0.536072138705727,6.68710645701871,3.50044031804498,1.86608928868111
-0.03125,-0.406887679936079,-0.373828457796303,-0.389441394291561,-0.397519042795254,5.0871276216482,2.68462098781827,1.44163866211919
-0.015625,-0.21703237528217,-0.19914491206262,-0.207548528609276,-0.211918380173104,2.75250905301578,1.45936701611346,0.786937625643832
0,0,3.37948121924708e-12,3.04247912966566e-12,-9.60712405162172e-12,5.20031965198251e-10,4.68174343406233e-10,-1.47833684413293e-09
0.015625,0.21703237528217,0.199144912067556,0.207548528614231,0.211918380155042,-2.75250905225622,-1.459367015351,-0.786937628423189
0.03125,0.406887679936079,0.373828457796295,0.389441394293506,0.397519042780371,-5.08712762164934,-2.68462098751902,-1.44163866440938
0.046875,0.548199111904638,0.504742262713749,0.525451140420941,0.536072138695323,-6.68710645804295,-3.50044031834453,-1.86608929028204
0.0625,0.629405564764762,0.581291187216661,0.604524429748257,0.61628754674327,-7.40380333174462,-3.828689878584,-2.01859050210739
0.078125,0.649860286561178,0.602614763540832,0.625847656125663,0.637402162063772,-7.270104666705,-3.69504506308296,-1.91704659525044
0.09375,0.618092756207985,0.576093889937184,0.597260292299611,0.607534286935191,-6.4627531700765,-3.2056834890792,-1.62472911349395
0.109375,0.548218924133288,0.514204755298381,0.531929244939353,0.540250424634822,-5.23407408304609,-2.50664327868603,-1.22618656090411
0.125,0.455908934137605,0.43095224901194,0.444587111684062,0.450690154846058,-3.84031547114935,-1.74219331257391,-0.803061734878865
0.140625,0.355128123458314,0.338956379439223,0.348467071604127,0.352416466756348,-2.4884955048824,-1.02499752515034,-0.417267643221467
0.15625,0.256290104684691,0.247767570537295,0.253539318232945,0.255612029304555,-1.3114409856454,-0.423288898957389,-0.104341716851751
0.171875,0.165834740037119,0.163439237505514,0.166074946372361,0.166643822579697,-0.368618083170048,0.0369627657219335,0.124500998031285
0.1875,0.0868232045503095,0.0890116852107085,0.0891687272646004,0.0886127004662755,0.336761717196111,0.360927227404904,0.275366252250198
0.203125,0.0200081972753854,0.0254347777952834,0.0237204496319711,0.0223706822601685,0.835038027729545,0.571238531320269,0.363537368514162
0.21875,-0.0350766083023968,-0.027475611729962,-0.0305521809705773,-0.0324335444944846,1.16963549390847,0.696215390505101,0.40671262155413
0.234375,-0.0792821655852022,-0.0702969146057955,-0.0743307662442291,-0.0765487616777697,1.38264349510467,0.76191751417433,0.420614086436437
0.25,-0.113364046013207,-0.103570358396834,-0.108242420777284,-0.110654915800632,1.50704510167836,0.788111743683373,0.416878868981399
0.265625,-0.137834477198336,-0.127667607564367,-0.132718000728608,-0.135217673234211,1.56447006290661,0.787319455509848,0.402671777032602
0.28125,-0.153056979895241,-0.142875126410336,-0.148079608361689,-0.150578395531376,1.56677576633948,0.765914095149666,0.381402651480723
0.296875,-0.159465644057137,-0.149589435506593,-0.154745550250991,-0.157164966089606,1.51974335942346,0.726324396759545,0.35402655233859
0.3125,-0.157789370018273,-0.148513793806701,-0.153438426428932,-0.155706618272956,1.42731851805486,0.669519845929423,0.320492233236562
0.328125,-0.149183690740552,-0.140767590658261,-0.145303521640218,-0.147357794853128,1.29506299374388,0.597077430422245,0.280967451802079
0.34375,-0.135217455138241,-0.12786160297232,-0.131888003388821,-0.133680104060299,1.13191286158526,0.512333468942643,0.236566398921997
0.359375,-0.11771895950225,-0.111545391694419,-0.114986608689988,-0.116487656590848,0.949983855837542,0.420452036963234,0.189471942949077
0.375,-0.0985371838861952,-0.09357969323818,-0.096408144048576,-0.0976108151170554,0.762854839806939,0.327615009202245,0.142548912173383
0.390625,-0.0792992893100046,-0.075509142419693,-0.0777408835639504,-0.0786578796592232,0.583224882130855,0.239806275022704,0.0986996226797456
0.40625,-0.0612371601569699,-0.0585019439507584,-0.0601862653079693,-0.060845617337026,0.42089296157567,0.161710889360777,0.0602503073415672
0.421875,-0.0451213125743233,-0.043290758009991,-0.044496889262677,-0.0449356171011901,0.281684325413853,0.0960857779062815,0.0285746762763218
0.4375,-0.0312985874477071,-0.0302103269660199,-0.0310146149700168,-0.0312724646481984,0.167460684118097,0.043697465988112,0.00401975625359891
0.453125,-0.0197990637048063,-0.0192989839379081,-0.0197749993901216,-0.0198895434305749,0.0769518890813438,0.00370299819551254,-0.0139229504617632
0.46875,-0.0104665763182369,-0.0104212652387047,-0.0106339049419772,-0.0106375899233291,0.00697243399378125,-0.0257483996484429,-0.0263154417385794
0.484375,-0.00307402259438238,-0.00337540452609523,-0.00337880282249743,-0.00329789642970437,-0.046376419354328,-0.0468993465853774,-0.0344495332230012
0.5,0.002599206661703,0.00203530511418196,0.00219702817308327,0.0023420326423985,-0.0867727354913464,-0.0618869158396973,-0.0395737398672835
0.515625,0.00673341529703789,0.00597235017903535,0.00626277233170896,0.00645589077945769,-0.117112113748299,-0.0724221767450049,-0.0427052588562939
0.53125,0.00947142060466486,0.00856605788558232,0.00895377482987201,0.00918199278588769,-0.139316517381512,-0.079654932836725,-0.0445369296697175
0.546875,0.0109437208348448,0.00994001825671507,0.0103965225015444,0.0106484594648397,-0.154448979093788,-0.0842024577614935,-0.0454345920363113
0.5625,0.0112993522811372,0.0102398944731518,0.0107385287380172,0.0110036139494833,-0.163028550889251,-0.0862990945465738,-0.0455079865272012
0.578125,0.0107276410400846,0.00965267955596602,0.0101687306784249,0.0104369881073692,-0.165414244622769,-0.0860046956580724,-0.0447254492582434
0.59375,0.00946154493477006,0.00840794626858662,0.00891955077954382,0.00918188407680299,-0.162126950664842,-0.0834016428506922,-0.0430339972683868
0.609375,0.00776109841701584,0.00676021054499267,0.00724951286391823,0.00749823657319766,-0.15401585428762,-0.0787223905933287,-0.0404489779194152
0.625,0.00588319335050327,0.00495880766766142,0.00541281293063586,0.00564214186930294,-0.14224375638237,-0.07238177645175,-0.0370928161306619
0.640625,0.00404869532405792,0.00321599014489585,0.00362676060828275,0.00383304660919867,-0.12813603114116,-0.0649269888467699,-0.0331838580259117
0.65625,0.00241792256381143,0.00168371883157818,0.0020478622089169,0.00222950671370556,-0.112978704410202,-0.0569446021779171,-0.028993285788072
0.671875,0.00108121762447352,0.000445343197934244,0.000762993516130209,0.000920094558196814,-0.0978478666397811,-0.0489680805126962,-0.0247934932490359
0.6875,6.51260570395055e-05,-0.000477615078809897,-0.000204009070923303,-7.01474371961559e-05,-0.0835165876532306,-0.0414143060483005,-0.0208157810275619
0.703125,-0.000650490442167392,-0.00110827009082451,-0.000875062372900316,-0.000762429460142103,-0.070442779490269,-0.0345569556067622,-0.0172250898061568
0.71875,-0.00111136400839226,-0.00149357317945381,-0.00129676852506867,-0.00120306799929191,-0.0588140526456931,-0.0285299041210064,-0.0141113394364976
0.734375,-0.00137000535078776,-0.00168596536782137,-0.00152174357605486,-0.00144469738231485,-0.0486196838870638,-0.0233493611480767,-0.0114935522406404
0.75,-0.0014729426979908,-0.00173111642701553,-0.00159606355896993,-0.00153359445199289,-0.0397275744284802,-0.0189457431889931,-0.00933304515698956
0.765625,-0.00145504836961952,-0.00166270442945689,-0.00155382466740439,-0.00150413097916774,-0.0319539544316831,-0.0151996205688386,-0.00755279412563379
0.78125,-0.00133991840192605,-0.0015031571733429,-0.00141775325366061,-0.00137929912891978,-0.025119056325267,-0.0119771669917599,-0.00605987591611658
0.796875,-0.00114412331169537,-0.00126814029806024,-0.00120364973617422,-0.00117510154088247,-0.0190836382726394,-0.00915988031732822,-0.00476690603006862
0.8125,-0.000882767407665118,-0.000972208653828047,-0.000926070302054885,-0.000906214480474169,-0.0137631500204789,-0.00666341601191081,-0.00360801749144026
0.828125,-0.000574002050278162,-0.000633275755228773,-0.00060287454166727,-0.000590549167173779,-0.00912099203111263,-0.00444287672076271,-0.00254625759379434
0.84375,-0.000240859349584425,-0.000274315972729674,-0.000257016010460886,-0.000251075697085836,-0.00514827938206367,-0.00248617452252024,-0.0015720836790124
0.859375,9.00949269343758e-05,7.81313674551887e-05,8.489143758551e-05,8.55752137304205e-05,-0.00184094331144527,-0.000800708930284193,-0.000695489984142883
0.875,0.000392540842835557,0.000397848167241807,0.000396443456793461,0.0003929587394411,0.000816686988881085,0.000600531227805174,6.43056075567717e-05
0.890625,0.000644963623900393,0.000663538954509291,0.000656071927450463,0.000649435935573829,0.00285835755669773,0.00170933718828263,0.0006881958731626
0.90625,0.00083417104846563,0.000862340622690068,0.00085060004356603,0.000841733811690143,0.00433471236925408,0.00252808110299158,0.00116375217579957
0.921875,0.000956558949864995,0.000991061128365036,0.000976522424004374,0.000966233880182147,0.00530916863417116,0.00307196401322163,0.00148877082000927
0.9375,0.0010169523308765,0.00105499628582907,0.00103884622280252,0.00102781977775581,0.00585417446477383,0.00336901521431227,0.00167227434943218
0.953125,0.00102577450020351,0.00106508002112127,0.0010482493126633,0.00103703974143886,0.00604830326311387,0.00345840681828905,0.00173348663832949
0.96875,0.00099571632076181,0.00103453172247901,0.00101772752775293,0.00100675851178366,0.00597288409830334,0.00338706756610603,0.0016991638433985
0.984375,0.000938937381856655,0.000976026032414022,0.000959763714422066,0.000949333270114379,0.00570717296076466,0.0032047400027499,0.00159971127220829
1,0.000865360256333158,0.000899949345466708,0.000884584888413337,0.000874879157814591,0.00532254237546691,0.00295827156663287,0.00146476122303194
1.015625,0.00078212251546971,0.000813818344919233,0.000799580716049969,0.000790694944581631,0.00487732980534091,0.00268645444894637,0.00131911878432873
1.03125,0.000693922171472671,0.000722607039673903,0.000709627393955704,0.000701590398826958,0.00441400540922756,0.00241670753049698,0.00117998091480019
1.046875,0.000603861185968768,0.000629591475311665,0.000617926154277694,0.000610723766358101,0.00395935709182241,0.00216430648245217,0.00105600858080546
1.0625,0.000514393267177534,0.000537315103219081,0.000526961712153756,0.000520555737928573,0.00352719446249605,0.00193402262549836,0.000948276249291613
1.078125,0.000428050337617997,0.000448341270313171,0.000439249646935364,0.000433590883844868,0.00312235308339051,0.00172334108560929,0.000852574982876629
1.09375,0.000347735191508565,0.000365572387253282,0.000357653155520068,0.000352688723113506,0.00274477393273326,0.00152616865757169,0.000762245625310094
1.109375,0.00027652744388082,0.000292077769407385,0.000285210274916608,0.00028088642922923,0.00239287210622638,0.0013361073472783,0.000670757305616556
1.125,0.000217132836847876,0.000230557996839486,0.00022459808201323,0.000220859957555127,0.0020658532717319,0.00114874617202069,0.000573526461660578
1.140625,0.000171246753197018,0.000182715970948491,0.000177503568199527,0.000174293380246701,0.00176487438741082,0.000962793869989783,0.000468812622141312
1.15625,0.000139128548040456,0.00014883153488996,0.000144198462933487,0.00014145370969728,0.00149308813758237,0.000780154595976209,0.000357794083575737
1.171875,0.000119572922515373,0.000127727553979583,0.000123506148624118,0.000121159029237305,0.00125482840432686,0.000605241801981437,0.000244068879839598
1.1875,0.000110275696218982,0.000117128066775563,0.000113160535924994,0.00011113901471497,0.00105443749961108,0.000443916910398964,0.000132846784738472
1.203125,0.000108426598651526,0.000114244692718271,0.000110391721694664,0.000108621753415288,0.000895283830549523,0.000302391619210468,3.00302646272807e-05
1.21875,0.000111300287241205,0.000116364453115686,0.00011251081692726,0.000110918769952979,0.000779269941432913,0.000186275375044183,-5.87075862482773e-05
1.234375,0.000116667759960135,0.000121260714074235,0.000117316333030629,0.00011583087347592,0.000706760238943631,9.98019241837403e-05,-0.00012877944713993
1.25,0.00012296061232453,0.00012735788047219,0.000123254572518242,0.000121807919924876,0.000676648233257652,4.5234368031119e-05,-0.000177375417992332
1.265625,0.000129222069177969,0.000133682367377768,0.000129368336686114,0.000127897330377891,0.000686347249098848,2.25075314139408e-05,-0.0002038497854806
1.28125,0.000134931720776154,0.000139686704220855,0.000135121516940079,0.000133569014435229,0.000731693187448439,2.92056874147508e-05,-0.000209692201401604
1.296875,0.000139795466092469,0.0001450391013626,0.000140191314591,0.000138508155647643,0.000806886553705133,6.09128618439366e-05,-0.000198090339023157
1.3125,0.000143570508982219,0.00014944908182403,0.000144297350560461,0.000142444753872525,0.000904590257841159,0.000111845821828674,-0.000173230328575821
1.328125,0.000145967665371362,0.000152571616220723,0.000147108746685917,0.000145060774783176,0.0010162108665398,0.000175588713166859,-0.000139551624701524
1.34375,0.000146646586007611,0.000154005205130706,0.000148243695706611,0.000145989339272926,0.00113233863882247,0.00024576200947,-0.000101136620944026
1.359375,0.000145291885455655,0.00015337191397183,0.000147349071185778,0.000144893463610475,0.00124334856018535,0.000316558154524071,-6.13088464428549e-05
1.375,0.000141730647479945,0.000150440155583445,0.000144220777752035,0.000141585001321982,0.00134021239389583,0.000383179326939191,-2.24119185268642e-05
1.390625,0.000136034279749599,0.000145233304059285,0.000138908201752697,0.000136127178981857,0.00141553877039683,0.000442236902689651,1.42952622554516e-05
